ligand_idx,mol_id,can_smiles,stripes,rank,smiles,canonical_smiles,is_valid,tan_sim,gen stripes,stripes_sim
1,3,C[C@@H]1CCN(Cc2ccccc2)C[C@@H]1N(C)c1ncnc2[nH]ccc12,-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.B.-.-.-.-.-.-.-.-.-;-.B.B.B.-.B.B.B.-.B.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.B.-.-.-.B.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.B.-.-.B.-.B.B.-.B;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;S(+).-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.[H(a3)S(-)].[H(a3)S(-)].[H(a3)S(-)].S(-);C(e).-.-.-.-.-.-.C(t).C(p).C(t).C(t);C(e).-.-.-.-.-.-.[C(t)H(a2)S(-)].[C(p)H(a3)S(-)].C(t).[C(t)H(a2)S(-)];C(e).-.-.-.-.-.-.C(t).C(p).C(t).C(t);C(e).-.-.-.-.-.-.C(t).C(p).C(t).C(t);C(e).-.-.-.-.-.-.C(t).C(p).C(t).C(t);-.-.-.-.-.-.-.-.-.-.-;P(t).-.-.-.-.-.C(p).C(p).C(p).C(p).C(p);P(t).-.-.-.-.-.C(p).C(p).C(p).C(p).C(p);[BP(t)].-.-.-.-.-.C(p).C(p).C(p).C(p).C(p);P(t).-.-.-.-.-.C(p).C(p).C(p).C(p).[BC(p)];P(t).-.-.-.-.-.C(p).C(p).C(p).C(p).C(p);P(t).B.B.-.-.-.C(p).[BC(p)].C(p).C(p).C(p);-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,1,O=C,C=O,True,0.0,B.B.B.-.B.-.-.B.-.B.B;H(a1).H(a2).H(a1).H(a1).H(a1).-.-.H(a2).-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,0.005333333333333333
3,3,C[C@@H]1CCN(Cc2ccccc2)C[C@@H]1N(C)c1ncnc2[nH]ccc12,-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.B.-.-.-.-.-.-.-.-.-;-.B.B.B.-.B.B.B.-.B.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.B.-.-.-.B.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.B.-.-.B.-.B.B.-.B;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;S(+).-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.[H(a3)S(-)].[H(a3)S(-)].[H(a3)S(-)].S(-);C(e).-.-.-.-.-.-.C(t).C(p).C(t).C(t);C(e).-.-.-.-.-.-.[C(t)H(a2)S(-)].[C(p)H(a3)S(-)].C(t).[C(t)H(a2)S(-)];C(e).-.-.-.-.-.-.C(t).C(p).C(t).C(t);C(e).-.-.-.-.-.-.C(t).C(p).C(t).C(t);C(e).-.-.-.-.-.-.C(t).C(p).C(t).C(t);-.-.-.-.-.-.-.-.-.-.-;P(t).-.-.-.-.-.C(p).C(p).C(p).C(p).C(p);P(t).-.-.-.-.-.C(p).C(p).C(p).C(p).C(p);[BP(t)].-.-.-.-.-.C(p).C(p).C(p).C(p).C(p);P(t).-.-.-.-.-.C(p).C(p).C(p).C(p).[BC(p)];P(t).-.-.-.-.-.C(p).C(p).C(p).C(p).C(p);P(t).B.B.-.-.-.C(p).[BC(p)].C(p).C(p).C(p);-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,3,O=C(Nc1cnc(CN2CCCC2)nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12,O=C(Nc1cnc(CN2CCCC2)nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12,True,0.1308411214953271,C(e).-.-.B.-.B.B.-.-.B.-;[BC(e)].-.-.B.B.B.B.B.B.B.B;[BC(e)].-.-.B.B.B.-.B.-.-.B;B.B.B.B.B.B.B.B.B.B.B;C(e).C(e).B.B.C(e).B.-.B.-.-.-;C(e).C(e).-.B.-.-.-.B.-.-.-;C(e).C(e).-.B.-.B.B.-.-.-.-;-.-.-.-.B.B.B.-.-.B.-;-.-.-.-.B.B.B.-.-.-.-;B.-.-.-.B.B.B.B.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;S(+).B.-.-.B.-.B.B.-.-.B;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.B.-.B.B.B;-.-.-.-.-.-.-.-.-.-.-;C(p).C(p).-.-.-.-.B.B.-.B.B;C(p).C(p).-.-.-.B.-.B.B.B.B;C(p).C(p).-.-.-.-.-.B.-.B.B;[C(p)H(a3)].C(p).-.H(a3).-.-.-.-.-.-.-;[C(p)S(-)].C(p).-.-.-.-.-.-.-.-.-;[C(p)H(a2)].C(p).-.-.-.-.-.-.-.-.-;C(p).C(p).-.B.B.B.-.-.C(e).-.C(t);C(p).C(p).-.-.-.-.-.-.-.-.-;C(p).C(p).-.B.-.B.-.-.C(e).-.C(t);-.-.-.-.-.-.-.-.-.-.B;-.-.-.-.-.-.-.-.-.-.-;-.B.B.-.B.-.-.-.-.-.B;B.-.-.B.B.B.B.B.B.B.B;B.B.B.-.B.B.-.-.-.B.B;B.B.-.-.B.B.-.B.-.B.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.B.B.-.B.-.B.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,0.6829201101928375
4,3,C[C@@H]1CCN(Cc2ccccc2)C[C@@H]1N(C)c1ncnc2[nH]ccc12,-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.B.-.-.-.-.-.-.-.-.-;-.B.B.B.-.B.B.B.-.B.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.B.-.-.-.B.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.B.-.-.B.-.B.B.-.B;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;S(+).-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.[H(a3)S(-)].[H(a3)S(-)].[H(a3)S(-)].S(-);C(e).-.-.-.-.-.-.C(t).C(p).C(t).C(t);C(e).-.-.-.-.-.-.[C(t)H(a2)S(-)].[C(p)H(a3)S(-)].C(t).[C(t)H(a2)S(-)];C(e).-.-.-.-.-.-.C(t).C(p).C(t).C(t);C(e).-.-.-.-.-.-.C(t).C(p).C(t).C(t);C(e).-.-.-.-.-.-.C(t).C(p).C(t).C(t);-.-.-.-.-.-.-.-.-.-.-;P(t).-.-.-.-.-.C(p).C(p).C(p).C(p).C(p);P(t).-.-.-.-.-.C(p).C(p).C(p).C(p).C(p);[BP(t)].-.-.-.-.-.C(p).C(p).C(p).C(p).C(p);P(t).-.-.-.-.-.C(p).C(p).C(p).C(p).[BC(p)];P(t).-.-.-.-.-.C(p).C(p).C(p).C(p).C(p);P(t).B.B.-.-.-.C(p).[BC(p)].C(p).C(p).C(p);-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,4,O=C(Nc1cnc(CN2CCC2)nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12,O=C(Nc1cnc(CN2CCC2)nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12,True,0.1308411214953271,-.-.-.-.-.-.-.B.-.B.B;C(p).-.-.-.-.-.B.-.B.-.-;C(p).-.C(p).-.-.-.-.-.C(e).C(t).-;B.B.B.B.B.B.B.B.B.B.B;C(p).-.C(p).-.-.C(e).C(t).-.C(t).C(e).C(e);C(p).-.C(p).B.-.C(e).C(t).-.C(t).C(e).C(e);C(p).-.-.B.B.-.-.B.-.B.B;-.-.-.-.-.B.-.B.-.B.B;-.-.-.-.-.-.-.B.-.-.-;-.B.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.B.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;B.B.-.B.B.-.B.B.-.B.-;-.-.-.-.-.-.-.-.-.-.-;B.-.P(o).B.B.B.B.B.-.B.B;[BP(o)].[BP(o)].[BP(o)].B.-.B.-.-.P(o).B.B;B.-.-.B.B.B.B.B.B.B.-;H(a3).-.[H(a2)P(o)].H(a2).H(a2).H(a1).H(a2).H(a3).H(a1).H(a3).H(a2);-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.H(a3).H(a3).-.-.-.H(a3);-.-.-.-.-.B.B.B.B.B.B;B.-.-.B.B.B.B.B.B.B.B;B.-.-.B.B.B.B.B.B.B.B;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.H(a2).-.H(a3).H(a2).-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;B.-.B.-.B.-.B.-.B.B.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.H(a3).-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,0.7533592209072978
5,3,C[C@@H]1CCN(Cc2ccccc2)C[C@@H]1N(C)c1ncnc2[nH]ccc12,-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.B.-.-.-.-.-.-.-.-.-;-.B.B.B.-.B.B.B.-.B.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.B.-.-.-.B.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.B.-.-.B.-.B.B.-.B;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;S(+).-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.[H(a3)S(-)].[H(a3)S(-)].[H(a3)S(-)].S(-);C(e).-.-.-.-.-.-.C(t).C(p).C(t).C(t);C(e).-.-.-.-.-.-.[C(t)H(a2)S(-)].[C(p)H(a3)S(-)].C(t).[C(t)H(a2)S(-)];C(e).-.-.-.-.-.-.C(t).C(p).C(t).C(t);C(e).-.-.-.-.-.-.C(t).C(p).C(t).C(t);C(e).-.-.-.-.-.-.C(t).C(p).C(t).C(t);-.-.-.-.-.-.-.-.-.-.-;P(t).-.-.-.-.-.C(p).C(p).C(p).C(p).C(p);P(t).-.-.-.-.-.C(p).C(p).C(p).C(p).C(p);[BP(t)].-.-.-.-.-.C(p).C(p).C(p).C(p).C(p);P(t).-.-.-.-.-.C(p).C(p).C(p).C(p).[BC(p)];P(t).-.-.-.-.-.C(p).C(p).C(p).C(p).C(p);P(t).B.B.-.-.-.C(p).[BC(p)].C(p).C(p).C(p);-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,5,O=C(Nc1sc(CN2CCCC2)nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12,O=C(Nc1sc(CN2CCCC2)nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12,True,0.1308411214953271,B.-.-.[BP(o)].-.P(o).P(o).P(o).-.-.[BC(t)P(o)];[BC(p)].[BP(o)].[BP(o)].[BC(p)P(o)].B.[BP(o)].P(o).[BP(o)].B.B.[BC(p)P(o)];C(p).[C(p)P(o)].-.[BC(p)P(o)].C(t).B.P(o).-.-.C(t).[C(p)P(o)];B.B.B.B.B.B.B.X.[BX].B.[BX];C(p).C(p).-.C(p).C(t).-.-.-.-.C(p).C(p);C(p).B.-.C(p).C(t).-.-.-.C(p).C(p).C(p);[BC(p)].B.-.[C(p)P(o)].-.-.P(o).-.-.C(p).[BC(p)P(o)];B.-.-.-.-.-.-.-.-.-.B;-.-.-.-.-.-.B.-.-.-.-;B.B.B.B.B.B.B.B.-.-.B;-.-.-.-.B.B.-.-.-.-.B;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;B.-.-.-.B.-.-.B.-.-.B;-.-.-.-.-.-.-.-.-.-.-;B.B.B.B.-.-.-.-.B.B.B;B.-.-.-.B.-.-.-.-.B.B;B.B.B.B.-.-.B.-.B.B.B;B.B.-.B.B.-.B.-.B.-.B;-.-.-.-.-.-.-.-.-.-.-;B.-.-.-.-.-.-.-.-.B.B;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,0.7437403583718999
8,11,N#CCC(=O)N1CCC(n2cnc3cnc4[nH]ccc4c32)CC1,-.-.-.C(e).C(e).C(e).C(e).-.-.C(e).-;-.-.-.C(e).C(e).C(e).C(e).-.-.C(e).-;-.-.-.[C(e)H(a1)S(-)].[C(e)H(a2)S(-)].[C(e)H(a3)S(-)].[C(e)H(a2)S(-)].-.-.[C(e)H(a2)S(-)].-;-.-.B.C(e).C(e).C(e).C(e).-.-.C(e).-;B.-.-.-.-.B.-.-.B.-.-;H(a3).-.-.-.-.-.-.-.-.-.-;B.-.B.B.B.B.B.B.B.B.-;H(a3).-.-.-.-.-.-.-.-.-.-;B.B.B.B.B.B.B.B.B.B.B;B.B.B.B.B.B.-.B.B.-.-;B.B.B.B.B.-.B.-.-.-.-;B.-.B.C(e).C(e).C(e).C(e).-.-.C(e).-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.B.-.-.-.-.-.-.-.-;-.B.B.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.B.-;B.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.H(a3).-.-.-.H(a3).-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,1,C,C,True,0.0,B.B.-.-.B.B.B.-.B.B.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,0.016436554898093356
9,11,N#CCC(=O)N1CCC(n2cnc3cnc4[nH]ccc4c32)CC1,-.-.-.C(e).C(e).C(e).C(e).-.-.C(e).-;-.-.-.C(e).C(e).C(e).C(e).-.-.C(e).-;-.-.-.[C(e)H(a1)S(-)].[C(e)H(a2)S(-)].[C(e)H(a3)S(-)].[C(e)H(a2)S(-)].-.-.[C(e)H(a2)S(-)].-;-.-.B.C(e).C(e).C(e).C(e).-.-.C(e).-;B.-.-.-.-.B.-.-.B.-.-;H(a3).-.-.-.-.-.-.-.-.-.-;B.-.B.B.B.B.B.B.B.B.-;H(a3).-.-.-.-.-.-.-.-.-.-;B.B.B.B.B.B.B.B.B.B.B;B.B.B.B.B.B.-.B.B.-.-;B.B.B.B.B.-.B.-.-.-.-;B.-.B.C(e).C(e).C(e).C(e).-.-.C(e).-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.B.-.-.-.-.-.-.-.-;-.B.B.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.B.-;B.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.H(a3).-.-.-.H(a3).-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,2,Cc1nc2cnc3[nH]ccc3c2n1C1CCCC1,Cc1nc2cnc3[nH]ccc3c2n1C1CCCC1,True,0.3846153846153846,-.-.-.-.B.-.-.-.B.-.B;-.-.B.B.B.-.B.B.B.B.B;-.-.-.-.-.-.-.-.-.-.-;-.B.B.-.B.-.B.B.B.B.B;[BP(o)].B.B.B.[BP(o)].[BP(o)].B.-.-.[BP(o)].B;[H(a2)P(o)].H(a2).H(a2).H(a1).[H(a1)P(o)].[H(a1)P(o)].H(a1).H(a2).H(a2).[H(a1)P(o)].[H(a1)P(o)];B.B.B.-.B.B.B.B.B.B.B;H(d2).H(d2).H(d2).H(d2).H(d1).H(d2).H(d1).H(d1).H(d1).H(d1).H(d2);B.B.B.B.B.B.B.B.B.B.B;B.B.B.-.B.B.B.B.B.B.B;B.B.B.B.B.B.B.B.B.B.B;B.B.B.B.B.B.B.B.B.B.B;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.B.-.-.-.-.-;-.-.-.B.-.B.B.B.B.-.B;-.-.-.-.-.-.B.B.-.B.-;-.-.-.B.-.-.-.-.B.-.B;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-;-.-.-.-.-.-.-.-.-.-.-,0.6594345825115056
